house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
3 BHK Apartment,"1,750 sq ft",Kondapur,Hyderabad,17.47388649,78.36377716,34000,INR,2,Posted 2 days ago,"It has area of 1750 sqft and is available at a rent of Rs. 34,000. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
1 BHK Apartment,550 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,24000,INR,1,Posted 2 days ago,"Well designed 1 bhk multistorey apartment is available at a prime location in Kondapur. It is a furnished property. It is a ready-to-move-in property. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.47388649,78.36378479,23500,INR,1,Posted 2 days ago,"A 1 bhk property is available for rent in Kondapur, Hyderabad. It has an area of 750 sqft with a carpet area of 720 sqft . The property is available at a monthly rental of Rs. 23,500 . It is a furnished property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ","47,000",Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.47380257,78.36383057,28000,INR,2,Posted 3 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property Your search for a spacious home at affordable rent in Hyderabad ends here. This 2 BHK Apartment in Kondapur is all that you have been looking for! Designed as North-East facing, the unit is compliant with vaastu principles. The 2 BHK property offers a serene environment with excellent views of the city. This Apartment is equipped with the latest lifestyle amenities and all the conveniences at the doorstep. It is semi furnished Apartment. This unit is built on floor 4 out of a total 5 floors. The Apartment has been thoughtfully designed to meet a family’s space needs, with 2 bedrooms. It includes 2 bathroom. There are 1 balcony that lets you enjoy scenic views. The built-up area of this Apartment is 1200 square_feet. The carpet area is 1010.0 square_feet. Residents need to pay a monthly rent of Rs 28000. The security deposit payable is Rs 28000. Project Highlights There is a provision for lift facility. The property also has power backup facility. A cctv facility has been installed in this property which provides a secure lifestyle for the occupants. The Apartment is in proximity to major landmarks in Hyderabad. Families of this Apartment have easy access to healthcare centres when they need medical assistance, especially in emergencies",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,26000,INR,2,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also.
 More About This Property Check out this Apartment available for rent in Kondapur in Hyderabad. It is a 2 BHK unit that comes at an affordable rent, with modern features and premium amenities to suit your lifestyle needs. The unit is semi furnished. It is an North-East facing property that has been constructed as per vaastu principles. With numerous new-age amenities and green surroundings, this Apartment provides a convenient lifestyle for residents. A spacious house for your family, this unit includes 2 bedrooms. There are 2 bathroom and 2 balcony. It has a built-up area of 1200 square_feet. The carpet area is 1150 square_feet. The Apartment is built on 3 floor. The building has a total of 5 floors. The monthly rent is Rs 26000 and the security deposit to be paid by residents is Rs 26000. Project Highlights The developer also provides other units of 2 BHK configuration. Many amenities have been provided for the residents of this Apartment. There is also provision for power backup facility. There is a modern lift facility. The availability of cctv facility promises safety and security for the residents. The locality Kondapur enjoys good connectivity to different parts of the city. The residents of this Apartment will find many reputed healthcare centres in the neighborhood",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,21000,INR,1,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also.
 More About This Property This is a modern and stylish home available for affordable rent in Hyderabad. It is a 1 BHK Apartment situated at Kondapur. Designed to meet your lifestyle needs, the Apartment provides a range of modern amenities for the comfort of the residents. It is fully furnished. Modern home seekers will experience a comfortable living in this 1 BHK property. The Apartment is on 2 floor, and the total number of floors is 5. The 1 BHK unit is elegantly designed to meet your housing needs. The Apartment has 1 bedroom. It has 1 bathroom. The 1 BHK unit also includes 1 balcony giving splendid views of the surroundings. It is a North-East facing unit, designed as per vaastu principles. The built-up area of the Apartment is 650 square_feet. The carpet area is 600 square_feet. The monthly rent for the Apartment is Rs 21000. The security deposit is Rs 21000. Project Highlights The developer also offers 1 BHK units as a part of this project. There is a provision for lift facility. Modern safety features like cctv facility have also been installed in the property. The locality Kondapur enjoys good connectivity and convenience in terms of a well-developed social infrastructure",No Deposit,Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,13000,INR,1,Posted 2 days ago,"This Apartment can be a comfortable and affordable home for your family. It is a 1 BHK unit available on rent at Kondapur in Hyderabad. This Apartment comes with a plethora of amenities to meet your modern lifestyle needs. It is semi furnished. It is located on floor 3 of the building having a total 5 floors. Offering beautiful city views, this 1 BHK has been thoughtfully developed. It includes a total of 1 bedroom and 1 bathroom. It also includes 1 balcony that can be a perfect place for relaxation. The built-up area of the Apartment is 650 square feet. The carpet area is 600 square feet. The Apartment is available for a monthly rent of Rs 13000. The security deposit payable is Rs 13000. Project Highlights The locality Kondapur where this Apartment is situated, has well-equipped social infrastructure",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,17000,INR,1,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property This is a well-designed 1 BHK Apartment available for rent. It is situated in a prime location of Hyderabad at Kondapur. This modern Apartment is semi furnished. The 1 BHK unit fulfills all the needs of a modern lifestyle for families. There is a total of 5 floors. This unit is on 2 floor. The Apartment provides complete comfort for the residents. The Apartment lets you enjoy the lush greenery around. Meticulously designed to meet your housing needs, this unit has 1 bedroom and 1 bathroom. It includes 1 balcony allowing residents to catch a glimpse of the city’s skyline. This rented Apartment has been developed as North-East facing in compliance with vaastu principles. The carpet area is 600 square_feet. The total built-up area is 650 square_feet. The total monthly rent is Rs 17000. The security deposit payable is Rs 17000. Project Highlights Numerous facilities have been provided for the comfort of the residents of this Apartment. There is provision for lift facility, which has been constructed as per the latest standards. Providing a secure environment to the residents, the property is also equipped with cctv facility. This gated society at Kondapur brings all the modern conveniences to your doorstep. The locality is well-developed and gives access to important landmarks of Hyderabad",No Deposit,Semi-Furnished
1 BHK Apartment,600 sq ft,Hafeezpet,Hyderabad,17.47506714,78.36268616,15000,INR,1,Posted 3 days ago,"A spacious 1 bhk multistorey apartment is available for rental in Hafeezpet, Hyderabad. It has an area of 600 sqft with a carpet area of 550 sqft . The property is available at a monthly rental of Rs. 15,000 . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. ",No Deposit,Semi-Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.47387695,78.36392212,23500,INR,1,Posted 2 days ago,"A 1 bhk property is available for rent in Kondapur, Hyderabad. It has area of 750 sqft and is available at a rent of Rs. 23,500. It is made in way to provide a comfortable living. It is well connected to the city areas. Contact us for more details. ",No Deposit,Furnished
3 BHK Apartment,"1,750 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,30000,INR,3,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property Are you looking for an affordable Apartment for rent in Hyderabad?. Here is a spacious 3 BHK Apartment in Kondapur, promising a comfortable lifestyle. The Apartment is semi furnished. Built on floor 3 out of a total 5 floors, it is an ideal home providing beautiful views of the city’s skyline. This property is designed to suit your space needs and has 3 bedrooms and 3 bathroom. It also includes 2 balcony. This rented Apartment is North-East facing and compliant with vaastu Shastra principles. Nestled inside a gated society, this 3 BHK Apartment is a perfect accommodation for families seeking a contemporary lifestyle. The built-up area of the residential property is 1750 square_feet. The carpet area of this modern rented Apartment is 1700 square_feet. There is also a provision of lift facility that gives convenience to the families, especially senior citizens. The Apartment is available for a monthly rent of Rs 30000. The security deposit payable is Rs 30000. Project Highlights The developer is known for delivering quality projects in Hyderabad. There are attractive amenities available for the residents of this Apartment that fulfil all the needs of a modern-day lifestyle. Latest safety features like cctv facility have been included in this property to ensure a secure environment for the residents",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,15000,INR,1,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property This is a well-designed 1 BHK Apartment available for rent. It is situated in a prime location of Hyderabad at Kondapur. This modern Apartment is Semi Furnished. The 1 BHK unit fulfills all the needs of a modern lifestyle for families. There is a total of 5 floors. This unit is on 2 floor. The Apartment provides complete comfort for the residents. The Apartment lets you enjoy the lush greenery around. Meticulously designed to meet your housing needs, this unit has 1 bedroom and 1 bathroom. It includes 1 balcony allowing residents to catch a glimpse of the city’s skyline. This rented Apartment has been developed as North-East facing in compliance with vaastu principles. The carpet area is 600 Square feet. The total built-up area is 650 Square feet. The total monthly rent is Rs 15000. The security deposit payable is Rs 15000. Project Highlights Numerous facilities have been provided for the comfort of the residents of this Apartment. There is provision for lift facility, which has been constructed as per the latest standards. Providing a secure environment to the residents, the property is also equipped with cctv facility. This gated society at Kondapur brings all the modern conveniences to your doorstep. The locality is well-developed and gives access to important landmarks of Hyderabad",No Deposit,Semi-Furnished
2 BHK Apartment,"1,150 sq ft",Kondapur,Hyderabad,17.47387314,78.36392212,36000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Kondapur, Hyderabad. It has area of 1150 sqft and is available at a rent of Rs. 36,000. The house is furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,25000,INR,1,Posted 2 days ago,"It’s a 1 bhk multistorey apartment situated in Kondapur. It has a built-up area of 650 sqft and is available for rent at Rs. 25,000 per month . It is a furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Furnished
3 BHK Apartment,"1,950 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,38000,INR,3,Posted 2 days ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Kondapur. It has a built-up area of 1950 sqft and is available for rent at Rs. 38,000 per month . It is a furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. ",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,27000,INR,2,Posted 2 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Kondapur. It has area of 1200 sqft and is available at a rent of Rs. 27,000. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,600 sq ft,Kondapur,Hyderabad,17.47136116,78.36219025,17000,INR,1,Posted 2 days ago,"The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,950 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,40000,INR,3,Posted 2 days ago,"A spacious 3 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has a built-up area of 1950 sqft and is available for rent at Rs. 40,000 per month . It is a furnished property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ",No Deposit,Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,23000,INR,1,Posted 2 days ago,Well designed 1 bhk multistorey apartment is available at a prime location in Kondapur. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas.,No Deposit,Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,17000,INR,1,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property This is a well-designed 1 BHK Apartment available for rent. It is situated in a prime location of Hyderabad at Kondapur. This modern Apartment is Semi Furnished. The 1 BHK unit fulfills all the needs of a modern lifestyle for families. There is a total of 5 floors. This unit is on 4 floor. The Apartment provides complete comfort for the residents. The Apartment lets you enjoy the lush greenery around. Meticulously designed to meet your housing needs, this unit has 1 bedroom and 1 bathroom. It includes 1 balcony allowing residents to catch a glimpse of the city’s skyline. This rented Apartment has been developed as North-East facing in compliance with vaastu principles. The carpet area is 700 Square feet. The total built-up area is 750 Square feet. The total monthly rent is Rs 17000. The security deposit payable is Rs 17000. Project Highlights Numerous facilities have been provided for the comfort of the residents of this Apartment. There is provision for lift facility, which has been constructed as per the latest standards. Residents also have access to power backup facility. Providing a secure environment to the residents, the property is also equipped with cctv facility. This gated society at Kondapur brings all the modern conveniences to your doorstep. The locality is well-developed and gives access to important landmarks of Hyderabad",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.4688549,78.35340881,25000,INR,2,Posted 2 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. It has a built-up area of 1200 sqft and is available for rent at Rs. 25,000 per month . It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,14500,INR,1,Posted 2 days ago,"It has a built-up area of 750 sqft and is available for rent at Rs. 14,500 per month . The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",No Deposit,Unfurnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,25000,INR,1,Posted 2 days ago,"It has an area of 650 sqft with a carpet area of 650 sqft . The property is available at a monthly rental of Rs. 25,000 . It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,27000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Kondapur. It has an area of 1200 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 27,000 . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,25000,INR,2,Posted 2 days ago,"It has area of 1200 sqft and is available at a rent of Rs. 25,000. The house is semi-furnished. It is a ready-to-move-in property. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,250 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,24000,INR,2,Posted 2 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has area of 1250 sqft and is available at a rent of Rs. 24,000. It is a semi-furnished property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,250 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,28000,INR,2,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property A spacious home designed for families aspiring for a modern lifestyle, this Apartment is available for affordable rent in Hyderabad. It is a 2 BHK Apartment situated in Kondapur at a coveted location with well-developed infrastructure. This Apartment is a good example of a well-planned residential property with all new-age conveniences available for the residents. The unit is Semi Furnished. The 2 BHK property has been impeccably designed property to meet the space needs of a contemporary home seeker. The property is North-East facing, built as per vaastu principles. This 2 BHK unit is built on floor 3 out of a total 5 floors. There are 2 bedrooms and 2 bathroom. There are 1 balcony, giving majestic views of the outside world. The built-up area of this property is 1250 Square feet. The carpet area of this Apartment is 1200 Square feet. The monthly rent that has to be paid is Rs 28000. The security deposit payable by the residents is Rs 28000. Project Highlights There is lift facility inside this property. Residents have access to power backup facility. State-of-the-art safety features like cctv facility gives a secure environment for families. They will also find shops and utility stores within easy reach",No Deposit,Semi-Furnished
3 BHK Apartment,"1,800 sq ft",Kondapur,Hyderabad,17.46299171,78.35764313,35000,INR,3,Posted a day ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property Here is an excellent 3 BHK Apartment available for rent in Hyderabad. Surrounded by natural greens and equipped with numerous amenities, this rented 3 BHK house offers a comfortable lifestyle for families. It is a spacious property nestled in Kondapur that enjoys good connectivity to major landmarks of the city. The Apartment is on the 3 floor. There is a total of 5 floors. The Apartment is designed as per modern construction standards. It has 3 bedrooms and 3 bathroom. It is North-East facing. The 3 BHK unit is thoughtfully designed to meet the space needs of a modern family and allows ample sunlight and fresh air. There are 3 balcony in this unit where residents can spend a relaxed evening and enjoy excellent views of the surroundings. This Apartment has 1800 square_feet of built-up area. It has a carpet area of 1750 square_feet. The monthly rent payable is Rs 35000, and the security deposit to be paid is Rs 35000. Project Highlights Several lifestyle amenities have been provided for the residents of this Apartment to ensure a sophisticated living. There is a state-of-the-art lift facility. A power backup facility has been provided within this property. The locality Kondapur provides comfortable social infrastructure. Residents have easy access to various healthcare centres like Gastro 360 Kondapur - DIGESTIVE, LIVER AND ENDOSCOPY CENTER - DR.SURAJ UPPALAPATI, Apollo Fertility - Best IVF Specialist, Ovulation Induction, ICSI, IUI Treatment in Kondapur, Hyderabad, Apollo Cradle & Children's Hospital",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46299171,78.35764313,25000,INR,1,Posted a day ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also.
 More About This Property Here is an excellent 1 BHK Apartment available for rent in Hyderabad. Surrounded by natural greens and equipped with numerous amenities, this rented 1 BHK house offers a comfortable lifestyle for families. It is a spacious property nestled in Kondapur that enjoys good connectivity to major landmarks of the city. The Apartment is on the 3 floor. There is a total of 5 floors. The Apartment is designed as per modern construction standards. It has 1 bedroom and 1 bathroom. It is North-East facing. The 1 BHK unit is thoughtfully designed to meet the space needs of a modern family and allows ample sunlight and fresh air. There are 1 balcony in this unit where residents can spend a relaxed evening and enjoy excellent views of the surroundings. This Apartment has 650 square_feet of built-up area. It has a carpet area of 600 square_feet. The monthly rent payable is Rs 25000, and the security deposit to be paid is Rs 25000. Project Highlights Several lifestyle amenities have been provided for the residents of this Apartment to ensure a sophisticated living. There is a state-of-the-art lift facility. Equipped with cctv facility, the property guarantees a secure environment for families. The locality Kondapur provides comfortable social infrastructure. Residents have easy access to various healthcare centres like Gastro 360 Kondapur - DIGESTIVE, LIVER AND ENDOSCOPY CENTER - DR.SURAJ UPPALAPATI, Apollo Fertility - Best IVF Specialist, Ovulation Induction, ICSI, IUI Treatment in Kondapur, Hyderabad, Apollo Cradle & Children's Hospital",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,25000,INR,2,Posted 2 days ago,"A 2 bhk property is available for rent in Kondapur, Hyderabad. It has area of 1200 sqft and is available at a rent of Rs. 25,000. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,28000,INR,2,Posted 2 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Kondapur. It has a built-up area of 1200 sqft and is available for rent at Rs. 28,000 per month . It is a semi-furnished property. This residential property is ready-to-move-in. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,880 sq ft,Kondapur,Hyderabad,17.46102905,78.35364532,12500,INR,1,Posted 2 days ago,"A spacious 1 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has a built-up area of 880 sqft and is available for rent at Rs. 12,500 per month . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ","12,500",Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,17000,INR,1,Posted 2 days ago,"It has area of 650 sqft and is available at a rent of Rs. 17,000. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,25000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Kondapur, Hyderabad. It has an area of 1200 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 25,000 . The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,28000,INR,2,Posted 2 days ago,This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact us for more details.,No Deposit,Semi-Furnished
3 BHK Apartment,"1,950 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,35000,INR,3,Posted 2 days ago,"A spacious 3 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has a built-up area of 1950 sqft and is available for rent at Rs. 35,000 per month . The house is semi-furnished. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,35000,INR,2,Posted 2 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. It has area of 1200 sqft and is available at a rent of Rs. 35,000. It is a furnished property. It is made in way to provide a comfortable living. Kindly call us for details. ",No Deposit,Furnished
3 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,32000,INR,3,Posted 2 days ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Kondapur. It has an area of 1200 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 32,000 . It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,650 sq ft,Kondapur,Hyderabad,17.46947479,78.36172485,17000,INR,1,Posted 2 days ago,"A spacious 1 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has area of 650 sqft and is available at a rent of Rs. 17,000. The house is semi-furnished. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,250 sq ft",Kondapur,Hyderabad,17.46979713,78.35409546,35000,INR,2,Posted 2 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Kondapur. It has a built-up area of 1250 sqft and is available for rent at Rs. 35,000 per month . It is a furnished property. It is a ready-to-move-in property. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,"1,250 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,27000,INR,2,Posted 2 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Kondapur. It has area of 1250 sqft and is available at a rent of Rs. 27,000. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,200 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,26000,INR,2,Posted 2 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has area of 1200 sqft and is available at a rent of Rs. 26,000. It is a semi-furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,850 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,35000,INR,3,Posted 2 days ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Kondapur. It has a built-up area of 1850 sqft and is available for rent at Rs. 35,000 per month . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ",No Deposit,Semi-Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.47388458,78.36391449,24000,INR,1,Posted 2 days ago,"A spacious 1 bhk multistorey apartment is available for rental in Kondapur, Hyderabad. It has an area of 750 sqft with a carpet area of 740 sqft . The property is available at a monthly rental of Rs. 24,000 . It is a furnished property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.47382927,78.36383057,23499,INR,1,Posted 2 days ago,"It has a built-up area of 750 sqft and is available for rent at Rs. 23,499 per month . It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact us for more details. ",No Deposit,Furnished
1 BHK Apartment,750 sq ft,Kondapur,Hyderabad,17.47390938,78.36375427,25500,INR,1,Posted 2 days ago,It’s a 1 bhk multistorey apartment situated in Kondapur. It is a furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details.,No Deposit,Furnished
3 BHK Apartment,"1,700 sq ft",Kondapur,Hyderabad,17.46947479,78.36172485,29000,INR,3,Posted 2 days ago,"This property beautifully designed with all the modern-day comforts in this locality. Property on rent available at affordable price in posh locality of Hyderabad
This residential property is near School, Malls, Bus stop and Supermarket available. It is also close to Hospitals also. More About This Property Are you looking for an affordable Apartment for rent in Hyderabad?. Here is a spacious 3 BHK Apartment in Kondapur, promising a comfortable lifestyle. The Apartment is semi furnished. Built on floor 3 out of a total 5 floors, it is an ideal home providing beautiful views of the city’s skyline. This property is designed to suit your space needs and has 3 bedrooms and 3 bathroom. It also includes 2 balcony. This rented Apartment is North-East facing and compliant with vaastu Shastra principles. Nestled inside a gated society, this 3 BHK Apartment is a perfect accommodation for families seeking a contemporary lifestyle. The built-up area of the residential property is 1700 square_feet. The carpet area of this modern rented Apartment is 1650 square_feet. There is also a provision of lift facility that gives convenience to the families, especially senior citizens. The property is equipped with power backup facility. The Apartment is available for a monthly rent of Rs 29000. The security deposit payable is Rs 29000. Project Highlights The developer is known for delivering quality projects in Hyderabad. There are attractive amenities available for the residents of this Apartment that fulfil all the needs of a modern-day lifestyle. Latest safety features like cctv facility have been included in this property to ensure a secure environment for the residents",No Deposit,Semi-Furnished
